,num,location,coordinate,post,code
66,2530,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
67,2542,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
68,2581,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
69,2593,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
70,2616,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
71,2646,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
72,2675,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
73,2708,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
74,2709,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
75,2742,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
76,2898,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
77,2952,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
78,2958,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
79,2967,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
80,3040,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
81,3079,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
82,3256,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
83,3263,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
84,3269,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
85,3320,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
86,3338,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
87,3535,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
88,3549,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
89,3554,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
90,3586,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
91,3669,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
92,3706,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
93,3712,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
94,3723,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
95,3736,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
96,3767,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
97,3777,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
98,3811,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
99,3937,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
100,3951,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
101,3952,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
102,3954,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
103,4000,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
104,4018,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
105,4041,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
106,4082,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
107,4179,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
108,4202,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
109,4226,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
110,4248,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
111,4266,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
112,4361,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
113,4381,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
114,4387,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
115,4403,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
116,4404,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
117,4410,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
118,4455,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
119,4480,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
120,4499,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
121,4555,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
122,4557,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
123,4579,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
124,4581,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
125,4602,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
126,4688,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
127,4722,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
128,4727,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
129,4754,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
130,4867,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
131,4972,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
132,6057,"Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.383978040393785, 4.881098559021044)",1052,CH
133,6059,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
134,6075,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
135,6148,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
136,6216,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
137,6218,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
138,6228,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
139,6229,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
140,6266,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
141,6379,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
142,6416,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
143,6511,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
144,6521,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",1052,CH
